,y_train
2186,comp.sys.ibm.pc.hardware
2187,comp.sys.ibm.pc.hardware
2188,comp.sys.ibm.pc.hardware
2189,comp.sys.ibm.pc.hardware
2190,comp.sys.ibm.pc.hardware
2191,comp.sys.ibm.pc.hardware
2192,comp.sys.ibm.pc.hardware
2193,comp.sys.ibm.pc.hardware
2194,comp.sys.ibm.pc.hardware
2195,comp.sys.ibm.pc.hardware
2196,comp.sys.ibm.pc.hardware
2197,comp.sys.ibm.pc.hardware
2198,comp.sys.ibm.pc.hardware
2199,comp.sys.ibm.pc.hardware
2200,comp.sys.ibm.pc.hardware
2201,comp.sys.ibm.pc.hardware
2202,comp.sys.ibm.pc.hardware
2203,comp.sys.ibm.pc.hardware
2204,comp.sys.ibm.pc.hardware
2205,comp.sys.ibm.pc.hardware
2206,comp.sys.ibm.pc.hardware
2207,comp.sys.ibm.pc.hardware
2208,comp.sys.ibm.pc.hardware
2209,comp.sys.ibm.pc.hardware
2210,comp.sys.ibm.pc.hardware
2211,comp.sys.ibm.pc.hardware
2212,comp.sys.ibm.pc.hardware
2213,comp.sys.ibm.pc.hardware
2214,comp.sys.ibm.pc.hardware
2215,comp.sys.ibm.pc.hardware
2216,comp.sys.ibm.pc.hardware
2217,comp.sys.ibm.pc.hardware
2218,comp.sys.ibm.pc.hardware
2219,comp.sys.ibm.pc.hardware
2220,comp.sys.ibm.pc.hardware
2221,comp.sys.ibm.pc.hardware
2222,comp.sys.ibm.pc.hardware
2223,comp.sys.ibm.pc.hardware
2224,comp.sys.ibm.pc.hardware
2225,comp.sys.ibm.pc.hardware
2226,comp.sys.ibm.pc.hardware
2227,comp.sys.ibm.pc.hardware
2228,comp.sys.ibm.pc.hardware
2229,comp.sys.ibm.pc.hardware
2230,comp.sys.ibm.pc.hardware
2231,comp.sys.ibm.pc.hardware
2232,comp.sys.ibm.pc.hardware
2233,comp.sys.ibm.pc.hardware
2234,comp.sys.ibm.pc.hardware
2235,comp.sys.ibm.pc.hardware
2236,comp.sys.ibm.pc.hardware
2237,comp.sys.ibm.pc.hardware
2238,comp.sys.ibm.pc.hardware
2239,comp.sys.ibm.pc.hardware
2240,comp.sys.ibm.pc.hardware
2241,comp.sys.ibm.pc.hardware
2242,comp.sys.ibm.pc.hardware
2243,comp.sys.ibm.pc.hardware
2244,comp.sys.ibm.pc.hardware
2245,comp.sys.ibm.pc.hardware
2246,comp.sys.ibm.pc.hardware
2247,comp.sys.ibm.pc.hardware
2248,comp.sys.ibm.pc.hardware
2249,comp.sys.ibm.pc.hardware
2250,comp.sys.ibm.pc.hardware
2251,comp.sys.ibm.pc.hardware
2252,comp.sys.ibm.pc.hardware
2253,comp.sys.ibm.pc.hardware
2254,comp.sys.ibm.pc.hardware
2255,comp.sys.ibm.pc.hardware
2256,comp.sys.ibm.pc.hardware
2257,comp.sys.ibm.pc.hardware
2258,comp.sys.ibm.pc.hardware
2259,comp.sys.ibm.pc.hardware
2260,comp.sys.ibm.pc.hardware
2261,comp.sys.ibm.pc.hardware
2262,comp.sys.ibm.pc.hardware
2263,comp.sys.ibm.pc.hardware
2264,comp.sys.ibm.pc.hardware
2265,comp.sys.ibm.pc.hardware
2266,comp.sys.ibm.pc.hardware
2267,comp.sys.ibm.pc.hardware
2268,comp.sys.ibm.pc.hardware
2269,comp.sys.ibm.pc.hardware
2270,comp.sys.ibm.pc.hardware
2271,comp.sys.ibm.pc.hardware
2272,comp.sys.ibm.pc.hardware
2273,comp.sys.ibm.pc.hardware
2274,comp.sys.ibm.pc.hardware
2275,comp.sys.ibm.pc.hardware
2276,comp.sys.ibm.pc.hardware
2277,comp.sys.ibm.pc.hardware
2278,comp.sys.ibm.pc.hardware
2279,comp.sys.ibm.pc.hardware
2280,comp.sys.ibm.pc.hardware
2281,comp.sys.ibm.pc.hardware
2282,comp.sys.ibm.pc.hardware
2283,comp.sys.ibm.pc.hardware
2284,comp.sys.ibm.pc.hardware
2285,comp.sys.ibm.pc.hardware
2286,comp.sys.ibm.pc.hardware
2287,comp.sys.ibm.pc.hardware
2288,comp.sys.ibm.pc.hardware
2289,comp.sys.ibm.pc.hardware
2290,comp.sys.ibm.pc.hardware
2291,comp.sys.ibm.pc.hardware
2292,comp.sys.ibm.pc.hardware
2293,comp.sys.ibm.pc.hardware
2294,comp.sys.ibm.pc.hardware
2295,comp.sys.ibm.pc.hardware
2296,comp.sys.ibm.pc.hardware
2297,comp.sys.ibm.pc.hardware
2298,comp.sys.ibm.pc.hardware
2299,comp.sys.ibm.pc.hardware
2300,comp.sys.ibm.pc.hardware
2301,comp.sys.ibm.pc.hardware
2302,comp.sys.ibm.pc.hardware
2303,comp.sys.ibm.pc.hardware
2304,comp.sys.ibm.pc.hardware
2305,comp.sys.ibm.pc.hardware
2306,comp.sys.ibm.pc.hardware
2307,comp.sys.ibm.pc.hardware
2308,comp.sys.ibm.pc.hardware
2309,comp.sys.ibm.pc.hardware
2310,comp.sys.ibm.pc.hardware
2311,comp.sys.ibm.pc.hardware
2312,comp.sys.ibm.pc.hardware
2313,comp.sys.ibm.pc.hardware
2314,comp.sys.ibm.pc.hardware
2315,comp.sys.ibm.pc.hardware
2316,comp.sys.ibm.pc.hardware
2317,comp.sys.ibm.pc.hardware
2318,comp.sys.ibm.pc.hardware
2319,comp.sys.ibm.pc.hardware
2320,comp.sys.ibm.pc.hardware
2321,comp.sys.ibm.pc.hardware
2322,comp.sys.ibm.pc.hardware
2323,comp.sys.ibm.pc.hardware
2324,comp.sys.ibm.pc.hardware
2325,comp.sys.ibm.pc.hardware
2326,comp.sys.ibm.pc.hardware
2327,comp.sys.ibm.pc.hardware
2328,comp.sys.ibm.pc.hardware
2329,comp.sys.ibm.pc.hardware
2330,comp.sys.ibm.pc.hardware
2331,comp.sys.ibm.pc.hardware
2332,comp.sys.ibm.pc.hardware
2333,comp.sys.ibm.pc.hardware
2334,comp.sys.ibm.pc.hardware
2335,comp.sys.ibm.pc.hardware
2336,comp.sys.ibm.pc.hardware
2337,comp.sys.ibm.pc.hardware
2338,comp.sys.ibm.pc.hardware
2339,comp.sys.ibm.pc.hardware
2340,comp.sys.ibm.pc.hardware
2341,comp.sys.ibm.pc.hardware
2342,comp.sys.ibm.pc.hardware
2343,comp.sys.ibm.pc.hardware
2344,comp.sys.ibm.pc.hardware
2345,comp.sys.ibm.pc.hardware
2346,comp.sys.ibm.pc.hardware
2347,comp.sys.ibm.pc.hardware
2348,comp.sys.ibm.pc.hardware
2349,comp.sys.ibm.pc.hardware
2350,comp.sys.ibm.pc.hardware
2351,comp.sys.ibm.pc.hardware
2352,comp.sys.ibm.pc.hardware
2353,comp.sys.ibm.pc.hardware
2354,comp.sys.ibm.pc.hardware
2355,comp.sys.ibm.pc.hardware
2356,comp.sys.ibm.pc.hardware
2357,comp.sys.ibm.pc.hardware
2358,comp.sys.ibm.pc.hardware
2359,comp.sys.ibm.pc.hardware
2360,comp.sys.ibm.pc.hardware
2361,comp.sys.ibm.pc.hardware
2362,comp.sys.ibm.pc.hardware
2363,comp.sys.ibm.pc.hardware
2364,comp.sys.ibm.pc.hardware
2365,comp.sys.ibm.pc.hardware
2366,comp.sys.ibm.pc.hardware
2367,comp.sys.ibm.pc.hardware
2368,comp.sys.ibm.pc.hardware
2369,comp.sys.ibm.pc.hardware
2370,comp.sys.ibm.pc.hardware
2371,comp.sys.ibm.pc.hardware
2372,comp.sys.ibm.pc.hardware
2373,comp.sys.ibm.pc.hardware
2374,comp.sys.ibm.pc.hardware
2375,comp.sys.ibm.pc.hardware
2376,comp.sys.ibm.pc.hardware
2377,comp.sys.ibm.pc.hardware
2378,comp.sys.ibm.pc.hardware
2379,comp.sys.ibm.pc.hardware
2380,comp.sys.ibm.pc.hardware
2381,comp.sys.ibm.pc.hardware
2382,comp.sys.ibm.pc.hardware
2383,comp.sys.ibm.pc.hardware
2384,comp.sys.ibm.pc.hardware
2385,comp.sys.ibm.pc.hardware
2386,comp.sys.ibm.pc.hardware
2387,comp.sys.ibm.pc.hardware
2388,comp.sys.ibm.pc.hardware
2389,comp.sys.ibm.pc.hardware
2390,comp.sys.ibm.pc.hardware
2391,comp.sys.ibm.pc.hardware
2392,comp.sys.ibm.pc.hardware
2393,comp.sys.ibm.pc.hardware
2394,comp.sys.ibm.pc.hardware
2395,comp.sys.ibm.pc.hardware
2396,comp.sys.ibm.pc.hardware
2397,comp.sys.ibm.pc.hardware
2398,comp.sys.ibm.pc.hardware
2399,comp.sys.ibm.pc.hardware
2400,comp.sys.ibm.pc.hardware
2401,comp.sys.ibm.pc.hardware
2402,comp.sys.ibm.pc.hardware
2403,comp.sys.ibm.pc.hardware
2404,comp.sys.ibm.pc.hardware
2405,comp.sys.ibm.pc.hardware
2406,comp.sys.ibm.pc.hardware
2407,comp.sys.ibm.pc.hardware
2408,comp.sys.ibm.pc.hardware
2409,comp.sys.ibm.pc.hardware
2410,comp.sys.ibm.pc.hardware
2411,comp.sys.ibm.pc.hardware
2412,comp.sys.ibm.pc.hardware
2413,comp.sys.ibm.pc.hardware
2414,comp.sys.ibm.pc.hardware
2415,comp.sys.ibm.pc.hardware
2416,comp.sys.ibm.pc.hardware
2417,comp.sys.ibm.pc.hardware
2418,comp.sys.ibm.pc.hardware
2419,comp.sys.ibm.pc.hardware
2420,comp.sys.ibm.pc.hardware
2421,comp.sys.ibm.pc.hardware
2422,comp.sys.ibm.pc.hardware
2423,comp.sys.ibm.pc.hardware
2424,comp.sys.ibm.pc.hardware
2425,comp.sys.ibm.pc.hardware
2426,comp.sys.ibm.pc.hardware
2427,comp.sys.ibm.pc.hardware
2428,comp.sys.ibm.pc.hardware
2429,comp.sys.ibm.pc.hardware
2430,comp.sys.ibm.pc.hardware
2431,comp.sys.ibm.pc.hardware
2432,comp.sys.ibm.pc.hardware
2433,comp.sys.ibm.pc.hardware
2434,comp.sys.ibm.pc.hardware
2435,comp.sys.ibm.pc.hardware
2436,comp.sys.ibm.pc.hardware
2437,comp.sys.ibm.pc.hardware
2438,comp.sys.ibm.pc.hardware
2439,comp.sys.ibm.pc.hardware
2440,comp.sys.ibm.pc.hardware
2441,comp.sys.ibm.pc.hardware
2442,comp.sys.ibm.pc.hardware
2443,comp.sys.ibm.pc.hardware
2444,comp.sys.ibm.pc.hardware
2445,comp.sys.ibm.pc.hardware
2446,comp.sys.ibm.pc.hardware
2447,comp.sys.ibm.pc.hardware
2448,comp.sys.ibm.pc.hardware
2449,comp.sys.ibm.pc.hardware
2450,comp.sys.ibm.pc.hardware
2451,comp.sys.ibm.pc.hardware
2452,comp.sys.ibm.pc.hardware
2453,comp.sys.ibm.pc.hardware
2454,comp.sys.ibm.pc.hardware
2455,comp.sys.ibm.pc.hardware
2456,comp.sys.ibm.pc.hardware
2457,comp.sys.ibm.pc.hardware
2458,comp.sys.ibm.pc.hardware
2459,comp.sys.ibm.pc.hardware
2460,comp.sys.ibm.pc.hardware
2461,comp.sys.ibm.pc.hardware
2462,comp.sys.ibm.pc.hardware
2463,comp.sys.ibm.pc.hardware
2464,comp.sys.ibm.pc.hardware
2465,comp.sys.ibm.pc.hardware
2466,comp.sys.ibm.pc.hardware
2467,comp.sys.ibm.pc.hardware
2468,comp.sys.ibm.pc.hardware
2469,comp.sys.ibm.pc.hardware
2470,comp.sys.ibm.pc.hardware
2471,comp.sys.ibm.pc.hardware
2472,comp.sys.ibm.pc.hardware
2473,comp.sys.ibm.pc.hardware
2474,comp.sys.ibm.pc.hardware
2475,comp.sys.ibm.pc.hardware
2476,comp.sys.ibm.pc.hardware
2477,comp.sys.ibm.pc.hardware
2478,comp.sys.ibm.pc.hardware
2479,comp.sys.ibm.pc.hardware
2480,comp.sys.ibm.pc.hardware
2481,comp.sys.ibm.pc.hardware
2482,comp.sys.ibm.pc.hardware
2483,comp.sys.ibm.pc.hardware
2484,comp.sys.ibm.pc.hardware
2485,comp.sys.ibm.pc.hardware
2486,comp.sys.ibm.pc.hardware
2487,comp.sys.ibm.pc.hardware
2488,comp.sys.ibm.pc.hardware
2489,comp.sys.ibm.pc.hardware
2490,comp.sys.ibm.pc.hardware
2491,comp.sys.ibm.pc.hardware
2492,comp.sys.ibm.pc.hardware
2493,comp.sys.ibm.pc.hardware
2494,comp.sys.ibm.pc.hardware
2495,comp.sys.ibm.pc.hardware
2496,comp.sys.ibm.pc.hardware
2497,comp.sys.ibm.pc.hardware
2498,comp.sys.ibm.pc.hardware
2499,comp.sys.ibm.pc.hardware
2500,comp.sys.ibm.pc.hardware
2501,comp.sys.ibm.pc.hardware
2502,comp.sys.ibm.pc.hardware
2503,comp.sys.ibm.pc.hardware
2504,comp.sys.ibm.pc.hardware
2505,comp.sys.ibm.pc.hardware
2506,comp.sys.ibm.pc.hardware
2507,comp.sys.ibm.pc.hardware
2508,comp.sys.ibm.pc.hardware
2509,comp.sys.ibm.pc.hardware
2510,comp.sys.ibm.pc.hardware
2511,comp.sys.ibm.pc.hardware
2512,comp.sys.ibm.pc.hardware
2513,comp.sys.ibm.pc.hardware
2514,comp.sys.ibm.pc.hardware
2515,comp.sys.ibm.pc.hardware
2516,comp.sys.ibm.pc.hardware
2517,comp.sys.ibm.pc.hardware
2518,comp.sys.ibm.pc.hardware
2519,comp.sys.ibm.pc.hardware
2520,comp.sys.ibm.pc.hardware
2521,comp.sys.ibm.pc.hardware
2522,comp.sys.ibm.pc.hardware
2523,comp.sys.ibm.pc.hardware
2524,comp.sys.ibm.pc.hardware
2525,comp.sys.ibm.pc.hardware
2526,comp.sys.ibm.pc.hardware
2527,comp.sys.ibm.pc.hardware
2528,comp.sys.ibm.pc.hardware
2529,comp.sys.ibm.pc.hardware
2530,comp.sys.ibm.pc.hardware
2531,comp.sys.ibm.pc.hardware
2532,comp.sys.ibm.pc.hardware
2533,comp.sys.ibm.pc.hardware
2534,comp.sys.ibm.pc.hardware
2535,comp.sys.ibm.pc.hardware
2536,comp.sys.ibm.pc.hardware
2537,comp.sys.ibm.pc.hardware
2538,comp.sys.ibm.pc.hardware
2539,comp.sys.ibm.pc.hardware
2540,comp.sys.ibm.pc.hardware
2541,comp.sys.ibm.pc.hardware
2542,comp.sys.ibm.pc.hardware
2543,comp.sys.ibm.pc.hardware
2544,comp.sys.ibm.pc.hardware
2545,comp.sys.ibm.pc.hardware
2546,comp.sys.ibm.pc.hardware
2547,comp.sys.ibm.pc.hardware
2548,comp.sys.ibm.pc.hardware
2549,comp.sys.ibm.pc.hardware
2550,comp.sys.ibm.pc.hardware
2551,comp.sys.ibm.pc.hardware
2552,comp.sys.ibm.pc.hardware
2553,comp.sys.ibm.pc.hardware
2554,comp.sys.ibm.pc.hardware
2555,comp.sys.ibm.pc.hardware
2556,comp.sys.ibm.pc.hardware
2557,comp.sys.ibm.pc.hardware
2558,comp.sys.ibm.pc.hardware
2559,comp.sys.ibm.pc.hardware
2560,comp.sys.ibm.pc.hardware
2561,comp.sys.ibm.pc.hardware
2562,comp.sys.ibm.pc.hardware
2563,comp.sys.ibm.pc.hardware
2564,comp.sys.ibm.pc.hardware
2565,comp.sys.ibm.pc.hardware
2566,comp.sys.ibm.pc.hardware
2567,comp.sys.ibm.pc.hardware
2568,comp.sys.ibm.pc.hardware
2569,comp.sys.ibm.pc.hardware
2570,comp.sys.ibm.pc.hardware
2571,comp.sys.ibm.pc.hardware
2572,comp.sys.ibm.pc.hardware
2573,comp.sys.ibm.pc.hardware
2574,comp.sys.ibm.pc.hardware
2575,comp.sys.ibm.pc.hardware
2576,comp.sys.ibm.pc.hardware
2577,comp.sys.ibm.pc.hardware
2578,comp.sys.ibm.pc.hardware
2579,comp.sys.ibm.pc.hardware
2580,comp.sys.ibm.pc.hardware
2581,comp.sys.ibm.pc.hardware
2582,comp.sys.ibm.pc.hardware
2583,comp.sys.ibm.pc.hardware
2584,comp.sys.ibm.pc.hardware
2585,comp.sys.ibm.pc.hardware
2586,comp.sys.ibm.pc.hardware
2587,comp.sys.ibm.pc.hardware
2588,comp.sys.ibm.pc.hardware
2589,comp.sys.ibm.pc.hardware
2590,comp.sys.ibm.pc.hardware
2591,comp.sys.ibm.pc.hardware
2592,comp.sys.ibm.pc.hardware
2593,comp.sys.ibm.pc.hardware
2594,comp.sys.ibm.pc.hardware
2595,comp.sys.ibm.pc.hardware
2596,comp.sys.ibm.pc.hardware
2597,comp.sys.ibm.pc.hardware
2598,comp.sys.ibm.pc.hardware
2599,comp.sys.ibm.pc.hardware
2600,comp.sys.ibm.pc.hardware
2601,comp.sys.ibm.pc.hardware
2602,comp.sys.ibm.pc.hardware
2603,comp.sys.ibm.pc.hardware
2604,comp.sys.ibm.pc.hardware
2605,comp.sys.ibm.pc.hardware
2606,comp.sys.ibm.pc.hardware
2607,comp.sys.ibm.pc.hardware
2608,comp.sys.ibm.pc.hardware
2609,comp.sys.ibm.pc.hardware
2610,comp.sys.ibm.pc.hardware
2611,comp.sys.ibm.pc.hardware
2612,comp.sys.ibm.pc.hardware
2613,comp.sys.ibm.pc.hardware
2614,comp.sys.ibm.pc.hardware
2615,comp.sys.ibm.pc.hardware
2616,comp.sys.ibm.pc.hardware
2617,comp.sys.ibm.pc.hardware
2618,comp.sys.ibm.pc.hardware
2619,comp.sys.ibm.pc.hardware
2620,comp.sys.ibm.pc.hardware
2621,comp.sys.ibm.pc.hardware
2622,comp.sys.ibm.pc.hardware
2623,comp.sys.ibm.pc.hardware
2624,comp.sys.ibm.pc.hardware
2625,comp.sys.ibm.pc.hardware
2626,comp.sys.ibm.pc.hardware
2627,comp.sys.ibm.pc.hardware
2628,comp.sys.ibm.pc.hardware
2629,comp.sys.ibm.pc.hardware
2630,comp.sys.ibm.pc.hardware
2631,comp.sys.ibm.pc.hardware
2632,comp.sys.ibm.pc.hardware
2633,comp.sys.ibm.pc.hardware
2634,comp.sys.ibm.pc.hardware
2635,comp.sys.ibm.pc.hardware
2636,comp.sys.ibm.pc.hardware
2637,comp.sys.ibm.pc.hardware
2638,comp.sys.ibm.pc.hardware
2639,comp.sys.ibm.pc.hardware
2640,comp.sys.ibm.pc.hardware
2641,comp.sys.ibm.pc.hardware
2642,comp.sys.ibm.pc.hardware
2643,comp.sys.ibm.pc.hardware
2644,comp.sys.ibm.pc.hardware
2645,comp.sys.ibm.pc.hardware
2646,comp.sys.ibm.pc.hardware
2647,comp.sys.ibm.pc.hardware
2648,comp.sys.ibm.pc.hardware
2649,comp.sys.ibm.pc.hardware
2650,comp.sys.ibm.pc.hardware
2651,comp.sys.ibm.pc.hardware
2652,comp.sys.ibm.pc.hardware
2653,comp.sys.ibm.pc.hardware
2654,comp.sys.ibm.pc.hardware
2655,comp.sys.ibm.pc.hardware
2656,comp.sys.ibm.pc.hardware
2657,comp.sys.ibm.pc.hardware
2658,comp.sys.ibm.pc.hardware
2659,comp.sys.ibm.pc.hardware
2660,comp.sys.ibm.pc.hardware
2661,comp.sys.ibm.pc.hardware
2662,comp.sys.ibm.pc.hardware
2663,comp.sys.ibm.pc.hardware
2664,comp.sys.ibm.pc.hardware
2665,comp.sys.ibm.pc.hardware
2666,comp.sys.ibm.pc.hardware
2667,comp.sys.ibm.pc.hardware
2668,comp.sys.ibm.pc.hardware
2669,comp.sys.ibm.pc.hardware
2670,comp.sys.ibm.pc.hardware
2671,comp.sys.ibm.pc.hardware
2672,comp.sys.ibm.pc.hardware
2673,comp.sys.ibm.pc.hardware
2674,comp.sys.ibm.pc.hardware
2675,comp.sys.ibm.pc.hardware
2676,comp.sys.ibm.pc.hardware
2677,comp.sys.ibm.pc.hardware
2678,comp.sys.ibm.pc.hardware
2679,comp.sys.ibm.pc.hardware
2680,comp.sys.ibm.pc.hardware
2681,comp.sys.ibm.pc.hardware
2682,comp.sys.ibm.pc.hardware
2683,comp.sys.ibm.pc.hardware
2684,comp.sys.ibm.pc.hardware
2685,comp.sys.ibm.pc.hardware
2686,comp.sys.ibm.pc.hardware
2687,comp.sys.ibm.pc.hardware
2688,comp.sys.ibm.pc.hardware
2689,comp.sys.ibm.pc.hardware
2690,comp.sys.ibm.pc.hardware
2691,comp.sys.ibm.pc.hardware
2692,comp.sys.ibm.pc.hardware
2693,comp.sys.ibm.pc.hardware
2694,comp.sys.ibm.pc.hardware
2695,comp.sys.ibm.pc.hardware
2696,comp.sys.ibm.pc.hardware
2697,comp.sys.ibm.pc.hardware
2698,comp.sys.ibm.pc.hardware
2699,comp.sys.ibm.pc.hardware
2700,comp.sys.ibm.pc.hardware
2701,comp.sys.ibm.pc.hardware
2702,comp.sys.ibm.pc.hardware
2703,comp.sys.ibm.pc.hardware
2704,comp.sys.ibm.pc.hardware
2705,comp.sys.ibm.pc.hardware
2706,comp.sys.ibm.pc.hardware
2707,comp.sys.ibm.pc.hardware
2708,comp.sys.ibm.pc.hardware
2709,comp.sys.ibm.pc.hardware
2710,comp.sys.ibm.pc.hardware
2711,comp.sys.ibm.pc.hardware
2712,comp.sys.ibm.pc.hardware
2713,comp.sys.ibm.pc.hardware
2714,comp.sys.ibm.pc.hardware
2715,comp.sys.ibm.pc.hardware
2716,comp.sys.ibm.pc.hardware
2717,comp.sys.ibm.pc.hardware
2718,comp.sys.ibm.pc.hardware
2719,comp.sys.ibm.pc.hardware
2720,comp.sys.ibm.pc.hardware
2721,comp.sys.ibm.pc.hardware
2722,comp.sys.ibm.pc.hardware
2723,comp.sys.ibm.pc.hardware
2724,comp.sys.ibm.pc.hardware
2725,comp.sys.ibm.pc.hardware
2726,comp.sys.ibm.pc.hardware
2727,comp.sys.ibm.pc.hardware
2728,comp.sys.ibm.pc.hardware
2729,comp.sys.ibm.pc.hardware
2730,comp.sys.ibm.pc.hardware
2731,comp.sys.ibm.pc.hardware
2732,comp.sys.ibm.pc.hardware
2733,comp.sys.ibm.pc.hardware
2734,comp.sys.ibm.pc.hardware
2735,comp.sys.ibm.pc.hardware
2736,comp.sys.ibm.pc.hardware
2737,comp.sys.ibm.pc.hardware
2738,comp.sys.ibm.pc.hardware
2739,comp.sys.ibm.pc.hardware
2740,comp.sys.ibm.pc.hardware
2741,comp.sys.ibm.pc.hardware
2742,comp.sys.ibm.pc.hardware
2743,comp.sys.ibm.pc.hardware
2744,comp.sys.ibm.pc.hardware
2745,comp.sys.ibm.pc.hardware
2746,comp.sys.ibm.pc.hardware
2747,comp.sys.ibm.pc.hardware
2748,comp.sys.ibm.pc.hardware
2749,comp.sys.ibm.pc.hardware
2750,comp.sys.ibm.pc.hardware
2751,comp.sys.ibm.pc.hardware
2752,comp.sys.ibm.pc.hardware
2753,comp.sys.ibm.pc.hardware
2754,comp.sys.ibm.pc.hardware
2755,comp.sys.ibm.pc.hardware
2756,comp.sys.ibm.pc.hardware
2757,comp.sys.ibm.pc.hardware
2758,comp.sys.ibm.pc.hardware
2759,comp.sys.ibm.pc.hardware
2760,comp.sys.ibm.pc.hardware
2761,comp.sys.ibm.pc.hardware
2762,comp.sys.ibm.pc.hardware
2763,comp.sys.ibm.pc.hardware
2764,comp.sys.ibm.pc.hardware
2765,comp.sys.ibm.pc.hardware
2766,comp.sys.ibm.pc.hardware
2767,comp.sys.ibm.pc.hardware
2768,comp.sys.ibm.pc.hardware
2769,comp.sys.ibm.pc.hardware
2770,comp.sys.ibm.pc.hardware
2771,comp.sys.ibm.pc.hardware
2772,comp.sys.ibm.pc.hardware
2773,comp.sys.ibm.pc.hardware
2774,comp.sys.ibm.pc.hardware
2775,comp.sys.ibm.pc.hardware
2776,comp.sys.ibm.pc.hardware
2777,comp.sys.ibm.pc.hardware
2778,comp.sys.ibm.pc.hardware
2779,comp.sys.ibm.pc.hardware
2780,comp.sys.ibm.pc.hardware
2781,comp.sys.ibm.pc.hardware
2782,comp.sys.ibm.pc.hardware
2783,comp.sys.ibm.pc.hardware
2784,comp.sys.ibm.pc.hardware
2785,comp.sys.ibm.pc.hardware
2786,comp.sys.ibm.pc.hardware
2787,comp.sys.ibm.pc.hardware
2788,comp.sys.ibm.pc.hardware
2789,comp.sys.ibm.pc.hardware
2790,comp.sys.ibm.pc.hardware
2791,comp.sys.ibm.pc.hardware
2792,comp.sys.ibm.pc.hardware
2793,comp.sys.ibm.pc.hardware
2794,comp.sys.ibm.pc.hardware
2795,comp.sys.ibm.pc.hardware
2796,comp.sys.ibm.pc.hardware
2797,comp.sys.ibm.pc.hardware
2798,comp.sys.ibm.pc.hardware
2799,comp.sys.ibm.pc.hardware
2800,comp.sys.mac.hardware
2801,comp.sys.mac.hardware
2802,comp.sys.mac.hardware
2803,comp.sys.mac.hardware
2804,comp.sys.mac.hardware
2805,comp.sys.mac.hardware
2806,comp.sys.mac.hardware
2807,comp.sys.mac.hardware
2808,comp.sys.mac.hardware
2809,comp.sys.mac.hardware
2810,comp.sys.mac.hardware
2811,comp.sys.mac.hardware
2812,comp.sys.mac.hardware
2813,comp.sys.mac.hardware
2814,comp.sys.mac.hardware
2815,comp.sys.mac.hardware
2816,comp.sys.mac.hardware
2817,comp.sys.mac.hardware
2818,comp.sys.mac.hardware
2819,comp.sys.mac.hardware
2820,comp.sys.mac.hardware
2821,comp.sys.mac.hardware
2822,comp.sys.mac.hardware
2823,comp.sys.mac.hardware
2824,comp.sys.mac.hardware
2825,comp.sys.mac.hardware
2826,comp.sys.mac.hardware
2827,comp.sys.mac.hardware
2828,comp.sys.mac.hardware
2829,comp.sys.mac.hardware
2830,comp.sys.mac.hardware
2831,comp.sys.mac.hardware
2832,comp.sys.mac.hardware
2833,comp.sys.mac.hardware
2834,comp.sys.mac.hardware
2835,comp.sys.mac.hardware
2836,comp.sys.mac.hardware
2837,comp.sys.mac.hardware
2838,comp.sys.mac.hardware
2839,comp.sys.mac.hardware
2840,comp.sys.mac.hardware
2841,comp.sys.mac.hardware
2842,comp.sys.mac.hardware
2843,comp.sys.mac.hardware
2844,comp.sys.mac.hardware
2845,comp.sys.mac.hardware
2846,comp.sys.mac.hardware
2847,comp.sys.mac.hardware
2848,comp.sys.mac.hardware
2849,comp.sys.mac.hardware
2850,comp.sys.mac.hardware
2851,comp.sys.mac.hardware
2852,comp.sys.mac.hardware
2853,comp.sys.mac.hardware
2854,comp.sys.mac.hardware
2855,comp.sys.mac.hardware
2856,comp.sys.mac.hardware
2857,comp.sys.mac.hardware
2858,comp.sys.mac.hardware
2859,comp.sys.mac.hardware
2860,comp.sys.mac.hardware
2861,comp.sys.mac.hardware
2862,comp.sys.mac.hardware
2863,comp.sys.mac.hardware
2864,comp.sys.mac.hardware
2865,comp.sys.mac.hardware
2866,comp.sys.mac.hardware
2867,comp.sys.mac.hardware
2868,comp.sys.mac.hardware
2869,comp.sys.mac.hardware
2870,comp.sys.mac.hardware
2871,comp.sys.mac.hardware
2872,comp.sys.mac.hardware
2873,comp.sys.mac.hardware
2874,comp.sys.mac.hardware
2875,comp.sys.mac.hardware
2876,comp.sys.mac.hardware
2877,comp.sys.mac.hardware
2878,comp.sys.mac.hardware
2879,comp.sys.mac.hardware
2880,comp.sys.mac.hardware
2881,comp.sys.mac.hardware
2882,comp.sys.mac.hardware
2883,comp.sys.mac.hardware
2884,comp.sys.mac.hardware
2885,comp.sys.mac.hardware
2886,comp.sys.mac.hardware
2887,comp.sys.mac.hardware
2888,comp.sys.mac.hardware
2889,comp.sys.mac.hardware
2890,comp.sys.mac.hardware
2891,comp.sys.mac.hardware
2892,comp.sys.mac.hardware
2893,comp.sys.mac.hardware
2894,comp.sys.mac.hardware
2895,comp.sys.mac.hardware
2896,comp.sys.mac.hardware
2897,comp.sys.mac.hardware
2898,comp.sys.mac.hardware
2899,comp.sys.mac.hardware
2900,comp.sys.mac.hardware
2901,comp.sys.mac.hardware
2902,comp.sys.mac.hardware
2903,comp.sys.mac.hardware
2904,comp.sys.mac.hardware
2905,comp.sys.mac.hardware
2906,comp.sys.mac.hardware
